Policy_ID,Customer_ID,Married_Premium_Discount,Prior_Insurance,Prior_Insurance_Premium_Adjustment,Policy_Type,Policy_Adjustment,Premium_Amount,Total_Discounts,Time_Since_First_Contact,Conversion_Status,Website_Visits,Inquiries,Quotes_Requested,Time_to_Conversion,Premium_Adjustment_Credit,Premium_Adjustment_Region
P4996,4996,0,1-5 years,50,Full Coverage,0,2250,50,14,1,6,2,2,10,-50,100
P4997,4997,0,>5 years,0,Full Coverage,0,2200,0,16,1,7,2,3,12,-50,100
P4998,4998,86,1-5 years,50,Liability-Only,-200,1986,50,19,1,8,3,2,11,-50,0
P4999,4999,0,<1 year,100,Full Coverage,0,2250,50,6,0,2,3,2,99,-50,100
P5000,5000,0,1-5 years,50,Full Coverage,0,2300,0,13,1,10,3,2,1,-50,50
P5001,5001,0,1-5 years,50,Liability-Only,-200,2000,50,10,1,6,7,2,13,-50,0
P5002,5002,0,1-5 years,50,Liability-Only,-200,2000,0,3,0,7,3,1,99,-50,50
P5003,5003,86,<1 year,100,Liability-Only,-200,2236,0,29,1,6,6,2,1,-50,100
P5004,5004,0,>5 years,0,Full Coverage,0,2200,0,20,1,5,1,1,7,50,0
P5005,5005,0,1-5 years,50,Full Coverage,0,2300,50,21,1,7,3,1,7,-50,100
P5006,5006,86,1-5 years,50,Full Coverage,0,2236,50,29,1,3,3,1,5,-50,50
P5007,5007,0,<1 year,100,Liability-Only,-200,2100,0,1,1,4,2,1,9,-50,100
P5008,5008,0,1-5 years,50,Liability-Only,-200,2050,0,3,0,2,1,2,99,-50,100
P5009,5009,0,<1 year,100,Full Coverage,0,2350,50,19,1,1,0,2,11,50,100
P5010,5010,86,1-5 years,50,Liability-Only,-200,2086,0,2,1,3,2,1,4,-50,50
P5011,5011,0,>5 years,0,Full Coverage,0,2200,0,21,0,4,0,2,99,50,0
P5012,5012,86,>5 years,0,Liability-Only,-200,2286,0,15,0,3,2,2,99,50,0
P5013,5013,0,<1 year,100,Liability-Only,-200,2100,0,29,1,5,3,3,11,-50,100
P5014,5014,0,1-5 years,50,Full Coverage,0,2150,50,29,1,5,2,3,13,-50,50
P5015,5015,0,1-5 years,50,Full Coverage,0,2100,100,28,1,1,2,2,6,-50,50
P5016,5016,86,<1 year,100,Liability-Only,-200,2236,50,13,1,6,2,2,1,50,100
P5017,5017,0,1-5 years,50,Liability-Only,-200,2000,50,13,1,2,3,2,1,-50,100
P5018,5018,0,1-5 years,50,Full Coverage,0,2300,50,23,0,4,0,1,99,50,100
P5019,5019,86,1-5 years,50,Liability-Only,-200,2036,0,15,0,6,2,2,99,-50,0
P5020,5020,0,>5 years,0,Full Coverage,0,2250,50,12,1,4,1,1,10,50,50
P5021,5021,0,1-5 years,50,Full Coverage,0,2300,0,2,1,4,2,2,9,50,50
P5022,5022,0,>5 years,0,Full Coverage,0,2200,0,1,1,8,0,1,8,-50,100
P5023,5023,86,<1 year,100,Liability-Only,-200,2286,50,2,0,9,4,1,99,50,50
P5024,5024,86,<1 year,100,Full Coverage,0,2386,0,27,0,4,1,3,99,-50,100
P5025,5025,0,<1 year,100,Full Coverage,0,2150,50,21,1,4,2,2,10,-50,0
P5026,5026,86,<1 year,100,Full Coverage,0,2436,50,12,1,6,3,3,13,50,100
P5027,5027,86,<1 year,100,Full Coverage,0,2386,0,14,1,4,2,2,5,-50,100
P5028,5028,0,1-5 years,50,Full Coverage,0,2300,50,15,0,3,2,3,99,50,100
P5029,5029,86,1-5 years,50,Full Coverage,0,2136,100,27,0,7,1,2,99,-50,0
P5030,5030,0,>5 years,0,Liability-Only,-200,2100,0,6,1,5,1,1,7,50,100
P5031,5031,0,>5 years,0,Liability-Only,-200,1950,50,30,1,8,2,3,10,-50,100
P5032,5032,0,1-5 years,50,Full Coverage,0,2250,100,10,0,0,2,3,99,50,50
P5033,5033,0,1-5 years,50,Full Coverage,0,2300,0,8,0,9,2,3,99,50,0
P5034,5034,86,1-5 years,50,Full Coverage,0,2336,50,14,0,2,2,2,99,50,50
P5035,5035,86,>5 years,0,Full Coverage,0,2336,50,27,0,4,1,1,99,50,50
P5036,5036,0,>5 years,0,Liability-Only,-200,1950,100,25,1,3,2,1,4,50,50
P5037,5037,86,1-5 years,50,Liability-Only,-200,2086,0,5,0,8,2,2,99,-50,50
P5038,5038,0,1-5 years,50,Liability-Only,-200,2000,50,20,1,6,1,2,3,-50,100
P5039,5039,0,>5 years,0,Full Coverage,0,2200,0,18,1,4,1,2,10,-50,100
P5040,5040,86,<1 year,100,Liability-Only,-200,2286,0,13,1,4,3,3,4,50,100
P5041,5041,0,1-5 years,50,Liability-Only,-200,2150,0,11,1,5,6,2,2,50,100
P5042,5042,86,1-5 years,50,Liability-Only,-200,2236,0,30,1,5,4,2,12,50,100
P5043,5043,86,>5 years,0,Full Coverage,0,2286,0,14,0,2,1,2,99,-50,100
P5044,5044,0,1-5 years,50,Full Coverage,0,2200,50,25,1,6,4,1,2,-50,100
P5045,5045,0,>5 years,0,Liability-Only,-200,2200,50,3,0,2,3,1,99,50,50
P5046,5046,0,1-5 years,50,Full Coverage,0,2400,50,1,0,6,2,1,99,50,100
P5047,5047,86,1-5 years,50,Full Coverage,0,2336,0,9,1,4,0,1,4,-50,100
P5048,5048,86,1-5 years,50,Full Coverage,0,2236,50,18,0,5,0,2,99,-50,50
P5049,5049,86,>5 years,0,Liability-Only,-200,2086,50,8,0,4,1,2,99,50,50
P5050,5050,86,1-5 years,50,Full Coverage,0,2336,50,20,0,4,5,3,99,-50,50
P5051,5051,86,1-5 years,50,Liability-Only,-200,2036,50,24,1,7,3,1,14,-50,50
P5052,5052,0,<1 year,100,Full Coverage,0,2250,50,9,1,10,0,2,3,-50,100
P5053,5053,0,1-5 years,50,Full Coverage,0,2300,0,19,0,7,1,3,99,-50,100
P5054,5054,86,>5 years,0,Full Coverage,0,2386,0,21,1,10,1,2,4,-50,100
P5055,5055,86,1-5 years,50,Liability-Only,-200,2136,0,8,0,3,0,2,99,-50,100
P5056,5056,0,>5 years,0,Full Coverage,0,2050,50,24,0,4,3,2,99,-50,0
P5057,5057,0,>5 years,0,Liability-Only,-200,1950,50,4,0,5,3,1,99,-50,100
P5058,5058,0,<1 year,100,Full Coverage,0,2200,50,18,1,5,0,3,2,-50,0
P5059,5059,86,>5 years,0,Full Coverage,0,2386,0,6,1,5,3,2,10,50,100
P5060,5060,86,1-5 years,50,Full Coverage,0,2436,0,22,0,3,3,1,99,50,100
P5061,5061,0,<1 year,100,Full Coverage,0,2300,50,23,1,8,2,2,4,50,50
P5062,5062,0,1-5 years,50,Liability-Only,-200,1950,0,5,0,4,4,1,99,-50,0
P5063,5063,86,>5 years,0,Full Coverage,0,2286,50,17,0,5,1,3,99,50,50
P5064,5064,0,1-5 years,50,Full Coverage,0,2250,50,1,1,7,1,2,14,50,50
P5065,5065,86,<1 year,100,Full Coverage,0,2336,50,16,1,7,2,3,10,-50,100
P5066,5066,86,>5 years,0,Full Coverage,0,2236,0,17,1,3,3,1,7,-50,50
P5067,5067,0,>5 years,0,Full Coverage,0,2150,50,20,1,6,2,1,10,-50,100
P5068,5068,86,1-5 years,50,Full Coverage,0,2336,0,23,0,2,3,3,99,-50,100
P5069,5069,0,1-5 years,50,Liability-Only,-200,2100,50,14,0,4,1,2,99,50,100
P5070,5070,86,<1 year,100,Liability-Only,-200,2186,50,8,1,4,3,2,1,50,50
P5071,5071,86,1-5 years,50,Full Coverage,0,2286,50,1,0,10,1,1,99,50,0
P5072,5072,86,1-5 years,50,Full Coverage,0,2336,100,21,0,3,3,2,99,50,100
P5073,5073,86,1-5 years,50,Full Coverage,0,2286,50,5,1,4,3,1,14,-50,100
P5074,5074,86,1-5 years,50,Liability-Only,-200,2136,0,7,1,2,2,2,14,50,0
P5075,5075,0,>5 years,0,Full Coverage,0,2200,0,1,1,3,2,2,14,-50,100
P5076,5076,0,1-5 years,50,Full Coverage,0,2200,0,8,1,2,2,2,4,-50,50
P5077,5077,86,1-5 years,50,Full Coverage,0,2336,0,4,1,7,3,2,5,-50,100
P5078,5078,86,1-5 years,50,Full Coverage,0,2286,50,14,0,4,4,3,99,-50,100
P5079,5079,0,1-5 years,50,Liability-Only,-200,2000,0,11,1,4,3,1,4,-50,50
P5080,5080,86,1-5 years,50,Full Coverage,0,2386,0,24,0,5,0,1,99,50,0
P5081,5081,86,1-5 years,50,Full Coverage,0,2186,50,24,1,5,3,1,14,-50,0
P5082,5082,86,1-5 years,50,Full Coverage,0,2286,50,13,0,9,3,3,99,-50,100
P5083,5083,0,<1 year,100,Liability-Only,-200,2050,0,18,1,3,4,3,10,-50,50
P5084,5084,86,<1 year,100,Full Coverage,0,2286,0,4,1,6,0,3,14,-50,0
P5085,5085,0,1-5 years,50,Full Coverage,0,2300,0,19,1,6,1,3,12,50,50
P5086,5086,86,<1 year,100,Liability-Only,-200,2136,0,18,1,7,0,2,9,-50,50
P5087,5087,86,1-5 years,50,Full Coverage,0,2336,0,13,1,7,1,1,6,-50,50
P5088,5088,86,1-5 years,50,Liability-Only,-200,2386,0,28,0,6,3,1,99,-50,50
P5089,5089,0,1-5 years,50,Full Coverage,0,2250,0,4,1,4,2,3,1,-50,100
P5090,5090,0,>5 years,0,Liability-Only,-200,2000,0,14,1,7,3,3,2,-50,100
P5091,5091,86,1-5 years,50,Full Coverage,0,2336,0,29,1,2,1,1,9,-50,100
P5092,5092,86,>5 years,0,Liability-Only,-200,2186,0,4,0,3,2,3,99,50,100
P5093,5093,0,1-5 years,50,Liability-Only,-200,2150,0,29,1,2,0,1,7,50,100
P5094,5094,0,>5 years,0,Liability-Only,-200,2050,0,15,1,2,3,3,8,-50,100
P5095,5095,86,1-5 years,50,Full Coverage,0,2336,100,12,1,3,0,2,1,50,100
P5096,5096,0,>5 years,0,Liability-Only,-200,2000,0,21,0,7,2,3,99,-50,50
P5097,5097,86,>5 years,0,Liability-Only,-200,1986,50,20,1,10,2,1,9,-50,50
P5098,5098,86,1-5 years,50,Liability-Only,-200,2036,100,7,0,7,1,1,99,-50,100
P5099,5099,86,1-5 years,50,Full Coverage,0,2486,0,1,1,6,1,2,6,-50,50
P5100,5100,0,>5 years,0,Full Coverage,0,2300,0,17,1,4,1,1,8,50,50
P5101,5101,86,1-5 years,50,Full Coverage,0,2436,50,14,0,6,2,1,99,50,100
P5102,5102,0,1-5 years,50,Full Coverage,0,2350,0,27,1,9,0,2,14,-50,100
P5103,5103,0,>5 years,0,Full Coverage,0,2150,50,3,1,6,1,3,11,-50,100
P5104,5104,0,1-5 years,50,Full Coverage,0,2250,50,6,1,3,1,3,4,50,50
P5105,5105,86,<1 year,100,Full Coverage,0,2486,0,6,1,7,2,2,9,50,100
P5106,5106,86,1-5 years,50,Liability-Only,-200,2336,0,21,1,4,1,2,12,-50,100
P5107,5107,0,1-5 years,50,Full Coverage,0,2500,50,6,0,8,1,1,99,50,100
P5108,5108,0,>5 years,0,Full Coverage,0,2300,0,22,0,4,0,3,99,50,100
P5109,5109,0,1-5 years,50,Full Coverage,0,2200,50,14,0,8,0,1,99,-50,100
P5110,5110,86,>5 years,0,Full Coverage,0,2286,50,25,1,2,0,2,6,50,50
P5111,5111,86,1-5 years,50,Full Coverage,0,2286,50,27,1,2,2,3,5,-50,100
P5112,5112,0,1-5 years,50,Full Coverage,0,2150,0,13,0,9,2,1,99,-50,0
P5113,5113,86,1-5 years,50,Full Coverage,0,2236,50,28,1,7,3,2,9,-50,0
P5114,5114,0,1-5 years,50,Liability-Only,-200,1950,100,1,0,3,5,3,99,-50,100
P5115,5115,86,>5 years,0,Full Coverage,0,2236,0,8,1,2,3,3,4,-50,50
P5116,5116,86,1-5 years,50,Full Coverage,0,2436,50,6,1,4,2,3,7,50,100
P5117,5117,86,>5 years,0,Full Coverage,0,2286,0,29,0,5,1,2,99,-50,100
P5118,5118,86,1-5 years,50,Liability-Only,-200,2086,50,22,1,4,1,2,8,-50,0
P5119,5119,86,<1 year,100,Full Coverage,0,2386,100,13,1,5,3,1,4,-50,0
P5120,5120,0,<1 year,100,Liability-Only,-200,2250,0,26,0,3,0,3,99,50,100
P5121,5121,86,1-5 years,50,Full Coverage,0,2236,50,6,0,1,0,2,99,-50,50
P5122,5122,86,1-5 years,50,Full Coverage,0,2286,100,23,0,5,3,2,99,-50,100
P5123,5123,0,1-5 years,50,Full Coverage,0,2250,0,27,0,4,1,2,99,-50,100
P5124,5124,86,1-5 years,50,Liability-Only,-200,2086,0,7,0,6,1,2,99,-50,50
P5125,5125,86,1-5 years,50,Full Coverage,0,2336,0,29,1,9,1,3,5,-50,100
P5126,5126,0,1-5 years,50,Liability-Only,-200,2100,0,21,0,7,3,3,99,50,50
P5127,5127,0,1-5 years,50,Full Coverage,0,2250,0,23,1,7,2,3,12,-50,100
P5128,5128,86,>5 years,0,Liability-Only,-200,2286,0,11,1,7,2,1,11,50,0
P5129,5129,86,1-5 years,50,Full Coverage,0,2386,50,18,0,5,4,2,99,50,50
P5130,5130,0,<1 year,100,Liability-Only,-200,2050,50,3,1,11,2,3,10,-50,100
P5131,5131,86,1-5 years,50,Full Coverage,0,2386,0,26,0,2,2,1,99,-50,100
P5132,5132,0,1-5 years,50,Liability-Only,-200,2050,0,18,0,8,5,1,99,-50,100
P5133,5133,0,1-5 years,50,Full Coverage,0,2250,50,25,1,8,1,3,3,50,50
P5134,5134,0,>5 years,0,Full Coverage,0,2100,100,17,1,4,3,1,10,50,0
P5135,5135,86,<1 year,100,Full Coverage,0,2286,50,5,1,3,1,2,1,-50,0
P5136,5136,86,1-5 years,50,Liability-Only,-200,2036,100,13,1,10,1,1,12,-50,100
P5137,5137,0,1-5 years,50,Liability-Only,-200,2050,50,21,1,7,1,1,12,50,0
P5138,5138,86,>5 years,0,Full Coverage,0,2336,50,1,1,5,0,3,7,-50,100
P5139,5139,86,>5 years,0,Full Coverage,0,2186,50,1,0,9,0,2,99,-50,50
P5140,5140,0,1-5 years,50,Full Coverage,0,2250,0,6,0,1,2,2,99,50,0
P5141,5141,86,1-5 years,50,Full Coverage,0,2336,100,27,0,4,4,3,99,50,50
P5142,5142,86,>5 years,0,Full Coverage,0,2486,0,13,1,5,3,3,6,-50,100
P5143,5143,0,1-5 years,50,Full Coverage,0,2150,50,3,1,5,3,3,8,-50,50
P5144,5144,86,1-5 years,50,Full Coverage,0,2286,0,27,0,2,4,3,99,-50,50
P5145,5145,86,>5 years,0,Liability-Only,-200,2086,0,24,1,15,2,2,12,-50,100
P5146,5146,86,>5 years,0,Full Coverage,0,2186,50,17,0,7,3,3,99,-50,50
P5147,5147,0,1-5 years,50,Full Coverage,0,2300,50,14,0,3,3,1,99,50,100
P5148,5148,86,1-5 years,50,Full Coverage,0,2236,50,19,1,6,0,2,3,-50,50
P5149,5149,86,1-5 years,50,Liability-Only,-200,2236,0,9,1,5,3,1,13,50,100
P5150,5150,0,>5 years,0,Full Coverage,0,2100,50,14,0,5,2,2,99,-50,50
P5151,5151,0,>5 years,0,Full Coverage,0,2200,0,8,0,4,0,3,99,50,0
P5152,5152,86,>5 years,0,Liability-Only,-200,2086,100,1,1,3,1,3,1,50,100
P5153,5153,0,1-5 years,50,Liability-Only,-200,2100,50,17,0,2,1,2,99,50,100
P5154,5154,86,<1 year,100,Full Coverage,0,2336,100,7,0,4,4,2,99,-50,100
P5155,5155,0,1-5 years,50,Liability-Only,-200,2050,50,20,0,6,2,3,99,50,0
P5156,5156,86,1-5 years,50,Full Coverage,0,2436,50,17,0,4,4,1,99,50,100
P5157,5157,86,1-5 years,50,Full Coverage,0,2386,50,13,0,6,0,2,99,50,100
P5158,5158,0,1-5 years,50,Liability-Only,-200,2050,100,26,1,2,1,1,5,50,100
P5159,5159,86,1-5 years,50,Liability-Only,-200,2086,0,19,1,4,2,3,2,-50,50
P5160,5160,86,>5 years,0,Full Coverage,0,2286,0,13,1,6,2,1,1,-50,100
P5161,5161,86,<1 year,100,Liability-Only,-200,2236,50,25,1,6,2,2,5,-50,100
P5162,5162,0,1-5 years,50,Liability-Only,-200,2050,50,15,1,6,4,3,5,50,50
P5163,5163,86,1-5 years,50,Liability-Only,-200,2186,50,29,1,4,2,3,2,-50,100
P5164,5164,86,>5 years,0,Liability-Only,-200,2036,50,16,1,1,2,3,6,50,0
P5165,5165,86,1-5 years,50,Full Coverage,0,2386,50,29,0,4,0,2,99,50,100
P5166,5166,86,<1 year,100,Liability-Only,-200,2136,0,13,0,2,2,1,99,-50,50
P5167,5167,86,1-5 years,50,Full Coverage,0,2386,0,23,1,4,2,3,8,50,50
P5168,5168,86,<1 year,100,Full Coverage,0,2286,100,23,1,6,4,3,3,-50,100
P5169,5169,86,<1 year,100,Full Coverage,0,2336,0,4,0,4,0,3,99,-50,50
P5170,5170,86,>5 years,0,Full Coverage,0,2386,0,16,1,2,2,1,5,50,100
P5171,5171,0,1-5 years,50,Full Coverage,0,2250,0,14,1,2,4,1,7,-50,100
P5172,5172,0,1-5 years,50,Full Coverage,0,2350,50,18,0,3,2,2,99,-50,50
P5173,5173,0,1-5 years,50,Full Coverage,0,2200,50,20,0,5,2,2,99,-50,100
P5174,5174,86,1-5 years,50,Liability-Only,-200,2086,0,25,1,5,0,2,6,-50,50
P5175,5175,0,>5 years,0,Full Coverage,0,2150,50,8,1,8,3,3,5,-50,100
P5176,5176,86,1-5 years,50,Full Coverage,0,2286,0,22,0,4,5,1,99,-50,50
P5177,5177,0,1-5 years,50,Liability-Only,-200,2050,0,5,1,3,2,3,10,-50,100
P5178,5178,86,<1 year,100,Liability-Only,-200,2036,50,2,0,6,2,1,99,-50,0
P5179,5179,86,<1 year,100,Full Coverage,0,2486,50,29,0,6,0,3,99,-50,100
P5180,5180,86,>5 years,0,Full Coverage,0,2336,50,9,1,5,2,3,4,50,0
P5181,5181,86,1-5 years,50,Liability-Only,-200,2136,50,27,0,3,1,1,99,50,50
P5182,5182,0,<1 year,100,Full Coverage,0,2400,50,11,0,6,1,3,99,50,0
P5183,5183,0,1-5 years,50,Liability-Only,-200,2150,0,18,1,5,2,2,14,50,100
P5184,5184,0,1-5 years,50,Liability-Only,-200,2200,0,29,0,6,1,2,99,50,100
P5185,5185,0,>5 years,0,Liability-Only,-200,2000,0,29,1,1,2,2,4,-50,50
P5186,5186,86,<1 year,100,Full Coverage,0,2436,0,8,0,7,1,3,99,50,50
P5187,5187,86,<1 year,100,Full Coverage,0,2436,0,15,0,4,1,3,99,50,50
P5188,5188,0,1-5 years,50,Full Coverage,0,2200,50,21,1,6,0,2,3,-50,50
P5189,5189,0,1-5 years,50,Liability-Only,-200,1950,0,3,1,3,1,2,8,-50,0
P5190,5190,0,>5 years,0,Liability-Only,-200,2000,0,22,1,6,2,3,14,-50,50
P5191,5191,86,1-5 years,50,Full Coverage,0,2486,0,12,0,5,2,3,99,-50,50
P5192,5192,0,>5 years,0,Liability-Only,-200,1900,100,3,1,5,2,2,9,-50,100
P5193,5193,0,>5 years,0,Full Coverage,0,2400,0,5,0,1,2,1,99,50,0
P5194,5194,86,1-5 years,50,Liability-Only,-200,2186,50,19,0,9,2,3,99,50,100
P5195,5195,86,1-5 years,50,Liability-Only,-200,2036,100,28,1,3,1,2,12,-50,100
P5196,5196,86,1-5 years,50,Full Coverage,0,2186,50,7,0,3,2,2,99,-50,0
P5197,5197,0,<1 year,100,Liability-Only,-200,2000,100,11,1,6,4,2,6,-50,100
P5198,5198,86,1-5 years,50,Full Coverage,0,2286,50,20,1,2,1,1,14,50,0
P5199,5199,86,<1 year,100,Full Coverage,0,2486,0,8,0,4,1,1,99,50,100
P5200,5200,86,>5 years,0,Full Coverage,0,2136,50,24,0,3,2,1,99,-50,0
P5201,5201,0,1-5 years,50,Full Coverage,0,2100,50,11,1,4,2,3,11,-50,0
P5202,5202,86,1-5 years,50,Full Coverage,0,2386,50,17,0,3,3,1,99,50,100
P5203,5203,86,1-5 years,50,Liability-Only,-200,2186,50,19,0,5,4,1,99,50,0
P5204,5204,0,1-5 years,50,Liability-Only,-200,1950,100,17,0,6,2,3,99,-50,50
P5205,5205,0,1-5 years,50,Full Coverage,0,2300,0,6,0,5,2,2,99,50,50
P5206,5206,86,>5 years,0,Full Coverage,0,2236,100,24,0,5,4,3,99,-50,100
P5207,5207,0,<1 year,100,Full Coverage,0,2300,0,28,1,5,5,1,4,-50,100
P5208,5208,0,>5 years,0,Liability-Only,-200,1900,50,7,0,4,2,1,99,-50,50
P5209,5209,86,>5 years,0,Full Coverage,0,2286,0,1,0,8,3,3,99,-50,100
P5210,5210,86,1-5 years,50,Full Coverage,0,2386,0,28,1,2,2,2,2,50,50
P5211,5211,86,<1 year,100,Liability-Only,-200,2136,50,2,1,5,3,3,6,50,0
P5212,5212,86,1-5 years,50,Full Coverage,0,2236,50,16,1,3,3,3,6,-50,50
P5213,5213,86,>5 years,0,Full Coverage,0,2636,0,10,1,3,2,3,5,-50,50
P5214,5214,0,<1 year,100,Liability-Only,-200,2150,0,20,1,6,1,2,13,-50,50
P5215,5215,86,<1 year,100,Full Coverage,0,2286,0,24,0,2,3,2,99,-50,0
P5216,5216,0,1-5 years,50,Full Coverage,0,2300,50,3,0,11,1,1,99,-50,100
P5217,5217,86,1-5 years,50,Full Coverage,0,2236,50,17,1,7,2,3,12,-50,50
P5218,5218,0,1-5 years,50,Full Coverage,0,2150,0,7,1,3,2,2,3,-50,0
P5219,5219,86,1-5 years,50,Liability-Only,-200,2136,0,21,1,4,2,1,8,50,0
P5220,5220,0,1-5 years,50,Liability-Only,-200,1950,0,16,1,6,4,1,6,-50,0
P5221,5221,0,<1 year,100,Liability-Only,-200,2150,0,19,1,4,2,1,2,50,0
P5222,5222,0,1-5 years,50,Full Coverage,0,2150,50,17,1,9,2,3,14,-50,50
P5223,5223,86,1-5 years,50,Liability-Only,-200,2036,50,28,1,5,4,2,7,-50,50
P5224,5224,0,>5 years,0,Full Coverage,0,2250,50,12,0,6,3,3,99,50,50
P5225,5225,0,<1 year,100,Liability-Only,-200,2100,0,8,0,2,5,3,99,50,0
P5226,5226,0,1-5 years,50,Liability-Only,-200,1950,50,28,0,6,3,2,99,-50,0
P5227,5227,86,1-5 years,50,Liability-Only,-200,2086,0,15,0,7,1,1,99,-50,50
P5228,5228,0,1-5 years,50,Full Coverage,0,2350,0,11,0,6,2,3,99,50,100
P5229,5229,86,1-5 years,50,Liability-Only,-200,1986,50,3,1,0,2,2,1,-50,0
P5230,5230,0,<1 year,100,Full Coverage,0,2250,0,25,0,2,0,3,99,-50,50
P5231,5231,0,>5 years,0,Full Coverage,0,2150,50,6,1,1,0,3,6,-50,100
P5232,5232,86,1-5 years,50,Liability-Only,-200,2186,50,24,1,3,2,2,9,50,100
P5233,5233,86,1-5 years,50,Full Coverage,0,2486,0,18,1,3,2,2,2,50,100
P5234,5234,86,>5 years,0,Full Coverage,0,2286,0,23,0,6,2,2,99,-50,100
P5235,5235,0,1-5 years,50,Full Coverage,0,2400,50,28,0,4,2,2,99,-50,100
P5236,5236,86,1-5 years,50,Liability-Only,-200,2236,0,7,0,4,1,1,99,50,100
P5237,5237,86,1-5 years,50,Full Coverage,0,2286,0,23,0,6,1,2,99,-50,50
P5238,5238,0,>5 years,0,Liability-Only,-200,1900,0,30,0,6,0,2,99,-50,0
P5239,5239,86,1-5 years,50,Full Coverage,0,2386,0,7,0,5,2,1,99,50,50
P5240,5240,86,1-5 years,50,Liability-Only,-200,2186,0,3,1,3,2,3,6,50,50
P5241,5241,0,1-5 years,50,Full Coverage,0,2200,100,29,1,6,0,1,7,50,0
P5242,5242,86,>5 years,0,Full Coverage,0,2236,0,26,1,7,1,2,6,-50,50
P5243,5243,86,>5 years,0,Full Coverage,0,2186,50,17,1,5,2,1,9,-50,50
P5244,5244,86,1-5 years,50,Full Coverage,0,2486,50,22,0,3,1,1,99,-50,100
P5245,5245,0,1-5 years,50,Full Coverage,0,2300,0,14,0,5,0,3,99,-50,100
P5246,5246,0,1-5 years,50,Full Coverage,0,2350,0,8,0,6,1,2,99,50,100
P5247,5247,86,<1 year,100,Full Coverage,0,2286,100,20,1,8,2,3,10,-50,100
P5248,5248,86,<1 year,100,Full Coverage,0,2286,50,10,0,4,2,2,99,-50,50
P5249,5249,86,<1 year,100,Full Coverage,0,2336,50,21,0,8,2,3,99,-50,100
P5250,5250,0,1-5 years,50,Liability-Only,-200,2000,0,30,1,5,1,1,9,-50,50
P5251,5251,86,1-5 years,50,Liability-Only,-200,2336,0,3,1,4,1,1,10,-50,100
P5252,5252,0,1-5 years,50,Liability-Only,-200,2250,0,2,0,4,2,3,99,-50,100
P5253,5253,86,1-5 years,50,Full Coverage,0,2436,0,22,1,7,2,2,1,50,100
P5254,5254,0,1-5 years,50,Liability-Only,-200,1950,50,6,1,5,2,2,11,-50,50
P5255,5255,0,1-5 years,50,Full Coverage,0,2150,0,19,0,7,3,2,99,-50,0
P5256,5256,0,<1 year,100,Full Coverage,0,2400,0,3,0,4,2,1,99,50,100
P5257,5257,86,1-5 years,50,Full Coverage,0,2236,0,6,1,5,1,1,5,-50,0
P5258,5258,0,1-5 years,50,Liability-Only,-200,2050,100,14,1,7,2,1,12,50,50
P5259,5259,86,<1 year,100,Liability-Only,-200,2186,0,19,0,6,2,1,99,-50,50
P5260,5260,86,<1 year,100,Liability-Only,-200,2136,100,22,1,2,1,2,8,50,50
P5261,5261,86,<1 year,100,Full Coverage,0,2286,150,19,1,1,6,3,5,-50,100
P5262,5262,0,1-5 years,50,Liability-Only,-200,2200,50,21,1,4,0,2,6,-50,100
P5263,5263,0,1-5 years,50,Full Coverage,0,2250,0,27,0,3,2,1,99,-50,50
P5264,5264,0,<1 year,100,Full Coverage,0,2350,50,20,1,3,2,3,2,50,100
P5265,5265,0,>5 years,0,Full Coverage,0,2200,50,21,1,4,2,1,13,-50,100
P5266,5266,86,<1 year,100,Full Coverage,0,2486,0,16,1,4,1,3,7,50,100
P5267,5267,0,>5 years,0,Full Coverage,0,2300,0,23,1,8,1,2,5,50,0
P5268,5268,0,1-5 years,50,Full Coverage,0,2250,0,29,0,6,0,3,99,-50,100
P5269,5269,0,<1 year,100,Full Coverage,0,2350,0,1,0,4,2,3,99,50,50
P5270,5270,86,>5 years,0,Liability-Only,-200,2086,0,11,1,6,0,2,12,-50,100
P5271,5271,0,1-5 years,50,Full Coverage,0,2150,0,10,1,4,3,3,8,-50,0
P5272,5272,0,1-5 years,50,Full Coverage,0,2200,50,21,1,7,1,3,8,-50,50
P5273,5273,0,1-5 years,50,Full Coverage,0,2100,50,17,0,6,1,3,99,-50,0
P5274,5274,86,>5 years,0,Liability-Only,-200,2086,0,26,0,2,2,1,99,-50,100
P5275,5275,0,1-5 years,50,Liability-Only,-200,2050,0,30,1,3,1,1,5,-50,0
P5276,5276,0,<1 year,100,Full Coverage,0,2350,0,10,1,10,0,1,6,50,50
P5277,5277,86,<1 year,100,Full Coverage,0,2386,0,29,0,5,2,3,99,-50,50
P5278,5278,86,>5 years,0,Full Coverage,0,2386,50,6,1,5,1,3,11,-50,100
P5279,5279,86,1-5 years,50,Liability-Only,-200,2136,0,10,1,3,1,2,5,50,0
P5280,5280,0,<1 year,100,Full Coverage,0,2300,0,14,1,6,2,2,2,50,0
P5281,5281,86,1-5 years,50,Full Coverage,0,2286,50,7,0,6,3,3,99,-50,100
P5282,5282,86,>5 years,0,Liability-Only,-200,2036,50,30,0,6,3,3,99,-50,100
P5283,5283,0,1-5 years,50,Full Coverage,0,2200,0,11,1,13,4,3,9,-50,50
P5284,5284,0,1-5 years,50,Liability-Only,-200,2050,0,11,1,6,2,1,11,-50,100
P5285,5285,86,>5 years,0,Full Coverage,0,2286,0,26,0,5,2,3,99,50,0
